"","Date","BTC_price","oil_price"
"1097","2019-06-24",9659.918945,64.86
"1098","2019-06-25",10372.481445,65.05
"1099","2019-06-26",11443.038086,66.49
"1100","2019-06-27",9833.768555,66.55
"1101","2019-06-28",10903.563477,64.74
"1102","2019-07-01",9376.392578,65.06
"1103","2019-07-02",9566.484375,62.4
"1104","2019-07-03",10597.433594,63.82
"1105","2019-07-05",9772.969727,64.23
"1106","2019-07-08",10953.472656,64.11
"1107","2019-07-09",11221.008789,64.16
"1108","2019-07-10",10797.560547,67.01
"1109","2019-07-11",10096.293945,66.52
"1110","2019-07-12",10473.773438,66.72
"1111","2019-07-15",9674.610352,66.48
"1112","2019-07-16",8452.749023,64.35
"1113","2019-07-17",8633.601563,63.66
"1114","2019-07-18",9472.157227,61.93
"1115","2019-07-19",9378.670898,62.47
"1116","2019-07-22",9229.929688,63.26
"1117","2019-07-23",8877.623047,63.83
"1118","2019-07-24",8806.174805,63.18
"1119","2019-07-25",8892.676758,63.39
"1120","2019-07-26",8863.532227,63.46
"1121","2019-07-29",8542.986328,63.71
"1122","2019-07-30",8610.65332,64.72
"1123","2019-07-31",9109.954102,65.17
"1124","2019-08-01",9386.741211,60.5
"1125","2019-08-02",9454.787109,61.89
"1126","2019-08-05",10500.03125,59.81
"1127","2019-08-06",10243.875977,58.94
"1128","2019-08-07",10658.732422,56.23
"1129","2019-08-08",10697.322266,57.38
"1130","2019-08-09",10516.327148,58.53
"1131","2019-08-12",10148.331055,58.57
"1132","2019-08-13",9749.75293,61.3
"1133","2019-08-14",9021.052734,59.48
"1134","2019-08-15",9280.875977,58.23
"1135","2019-08-16",9350.391602,58.64
"1136","2019-08-19",9849.555664,59.74
"1137","2019-08-20",9699.050781,60.03
"1138","2019-08-21",9140.374023,60.3
"1139","2019-08-22",9139.012695,59.92
"1140","2019-08-23",9271.415039,59.34
"1141","2019-08-26",9342.15918,58.7
"1142","2019-08-27",9184.275391,59.51
"1143","2019-08-28",8799.738281,60.49
"1144","2019-08-29",8598.34375,61.08
"1145","2019-08-30",8718.021484,60.37
"1146","2019-09-03",9681.073242,58.26
"1147","2019-09-04",9600.941406,60.7
"1148","2019-09-05",9585.356445,60.95
"1149","2019-09-06",9302.545898,61.54
"1150","2019-09-09",9355.652344,62.59
"1151","2019-09-10",9155.443359,62.38
"1152","2019-09-11",9241.625977,60.81
"1153","2019-09-12",9416.116211,60.38
"1154","2019-09-13",9308.952148,60.22
"1155","2019-09-16",9338.717773,69.02
"1156","2019-09-17",9247.510742,64.55
"1157","2019-09-18",9246.486328,63.6
"1158","2019-09-19",9292.973633,64.4
"1159","2019-09-20",9239.483398,64.28
"1160","2019-09-23",8850.279297,64.77
"1161","2019-09-24",7826.957031,63.1
"1162","2019-09-25",7748.666992,62.39
"1163","2019-09-26",7433.726563,62.74
"1164","2019-09-27",7541.81543,61.91
"1165","2019-09-30",7609.142578,60.78
"1166","2019-10-01",7630.927734,58.89
"1167","2019-10-02",7657.53418,57.69
"1168","2019-10-03",7525.158203,57.71
"1169","2019-10-04",7473.723145,58.37
"1170","2019-10-07",7515.01123,58.35
"1171","2019-10-08",7508.353027,58.24
"1172","2019-10-09",7824.074707,58.32
"1173","2019-10-10",7798.226563,59.1
"1174","2019-10-11",7538.513184,60.51
"1175","2019-10-14",7595.379883,59.35
"1176","2019-10-15",7435.968262,58.74
"1177","2019-10-16",7266.731445,59.42
"1178","2019-10-17",7284.273438,59.91
"1179","2019-10-18",7138.117676,59.42
"1180","2019-10-21",7392.276855,58.96
"1181","2019-10-22",7259.024902,59.7
"1182","2019-10-23",6750.249512,61.17
"1183","2019-10-24",6748.621094,61.67
"1184","2019-10-25",7816.342773,62.02
"1185","2019-10-28",8340.048828,61.57
"1186","2019-10-29",8483.099609,61.59
"1187","2019-10-30",8253.669922,60.61
"1188","2019-10-31",8245.560547,60.23
"1189","2019-11-01",8292.355469,61.69
"1190","2019-11-04",8458.521484,62.13
"1191","2019-11-05",8436.573242,62.96
"1192","2019-11-06",8456.394531,61.74
"1193","2019-11-07",8385.039063,62.29
"1194","2019-11-08",7990.455566,62.51
"1195","2019-11-11",7936.010254,62.18
"1196","2019-11-12",8005.50293,62.06
"1197","2019-11-13",8000.457031,62.37
"1198","2019-11-14",7902.334961,62.28
"1199","2019-11-15",7684.157227,63.3
"1200","2019-11-18",7504.623047,62.44
"1201","2019-11-19",7407.729004,60.91
"1202","2019-11-20",7245.548828,62.4
"1203","2019-11-21",6906.82959,63.97
"1204","2019-11-22",6620.433105,63.39
"1205","2019-11-25",6490.004395,63.65
"1206","2019-11-26",6548.166992,64.27
"1207","2019-11-27",6844.791016,64.06
"1208","2019-11-29",7043.89502,62.43
"1209","2019-12-02",6610.979004,60.92
"1210","2019-12-03",6604.842773,60.82
"1211","2019-12-04",6543.503418,63
"1212","2019-12-05",6707.200684,63.39
"1213","2019-12-06",6824.45459,64.39
"1214","2019-12-09",6689.006836,64.25
"1215","2019-12-10",6561.181152,64.34
"1216","2019-12-11",6483.003418,63.72
"1217","2019-12-12",6474.601563,64.2
"1218","2019-12-13",6537.190918,65.22
"1219","2019-12-16",6224.840332,65.34
"1220","2019-12-17",5954.81543,66.1
"1221","2019-12-18",6546.539063,66.17
"1222","2019-12-19",6475.342773,66.54
"1223","2019-12-20",6516.822754,66.14
"1224","2019-12-23",6631.290039,66.39
"1225","2019-12-24",6603.123047,67.2
"1226","2019-12-26",6521.947266,67.92
"1227","2019-12-27",6523.74707,68.16
"1228","2019-12-30",6510.733887,68.44
"1229","2019-12-31",6411.460449,66
"1230","2020-01-02",6252.938477,66.25
"1231","2020-01-03",6581.73584,68.6
"1232","2020-01-06",6939.714844,68.91
"1233","2020-01-07",7320.774902,68.27
"1234","2020-01-08",7270.785645,65.44
"1235","2020-01-09",7092.748047,65.37
"1236","2020-01-10",7343.365723,64.98
"1237","2020-01-13",7313.74707,64.2
"1238","2020-01-14",7933.511719,64.49
"1239","2020-01-15",7896.189453,64
"1240","2020-01-16",7833.052246,64.62
"1241","2020-01-17",8051.000977,64.85
"1242","2020-01-21",7889.40918,64.59
"1243","2020-01-22",7823.075195,63.21
"1244","2020-01-23",7604.298828,62.04
"1245","2020-01-24",7660.262207,60.69
"1246","2020-01-27",8085.500488,59.32
"1247","2020-01-28",8490.75,59.51
"1248","2020-01-29",8458.931641,59.81
"1249","2020-01-30",8621.291016,58.29
"1250","2020-01-31",8427.623047,58.16
"1251","2020-02-03",8400.93457,54.45
"1252","2020-02-04",8311.948242,53.96
"1253","2020-02-05",8739.87207,55.28
"1254","2020-02-06",8860.473633,54.93
"1255","2020-02-07",8949.750977,54.47
"1256","2020-02-10",9034.057617,53.27
"1257","2020-02-11",9349.304688,54.01
"1258","2020-02-12",9495.313477,55.79
"1259","2020-02-13",9421.151367,56.34
"1260","2020-02-14",9521.362305,57.32
